type,Price(EGP),listing type,rent period,location,Area(m2),bedrooms,Bathrooms,Down payment,Instalment,post link,Full Descrption
Twin House,"140,000",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",210,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503399088.html,Twin villa for rent in Mivida- new cairo
Villa,"300,000",rent,Monthly,"Katameya Heights Compound, Katameya, Cairo",700,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503399081.html,AMAZING MODERN VILLA FOR RENT IN KATAMEYA HEIGHTS
Duplex,"130,000",rent,Monthly,"Zamalek, Cairo",260,3,3,"EGP 130,000",N/A,https://www.bayut.eg/en/property/details-503403892.html,"A very special duplex directly on the Nile in Abu El Feda Street, Zamalek"
Duplex,"85,000",rent,Monthly,"Sodic Westown Compound, Sheikh Zayed, Giza",270,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503402911.html,"Duplex with Garden for rent with Kitchen Cabinets & ACs in a Prime Location in Westown, Sodic, El Sheikh Zayed . . . . . . . . ."
Villa,"150,000",rent,Monthly,"Rehab City, New Cairo, Cairo",650,6,6,"EGP 150,000",N/A,https://www.bayut.eg/en/property/details-503402074.html,"Villa in Al Rehab for rent, Model K"
Townhouse,"87,000",rent,Monthly,"Sodic Westown Compound, Sheikh Zayed, Giza",280,5,4,N/A,N/A,https://www.bayut.eg/en/property/details-503397328.html,Townhouse For Rent At Westown sodic
Apartment,"35,000",rent,Monthly,"Mountain View Hyde Park Compound, 5th Settlement, New Cairo, Cairo",160,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503402786.html,Apartment for rent in new cairo fifth settlement mountain view hyde patk
Chalet,"7,000",rent,Daily,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",80,1,1,N/A,N/A,https://www.bayut.eg/en/property/details-503402214.html,Stylish Chalet for Rent in Marassi Marina 2 – Marina & Pool View
Apartment,"85,000",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",148,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503264288.html,Fully Furnished Apartment for Rent in Mivida Avenues – Pool View
Chalet,750,rent,Daily,"Fayed, Ismailia",65,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503401590.html,"Hotel chalet for rent in Fayid, fully air-conditioned, first row directly on the sea in the best villages of Fayid."
Villa,"80,000",rent,Monthly,"Madinaty, Cairo",240,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503400318.html,Furnished and air-conditioned villa for rent at a bargain price in front of the services.
Apartment,"100,000",rent,Monthly,"Eastown Compound, 5th Settlement, New Cairo, Cairo",216,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503399402.html,Fully Furnished Apartment for rent in Eastown Sodic - New Cairo
Apartment,"14,500",rent,Monthly,"Madinaty, Cairo",96,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503428052.html,Apartment 96m for rent in Madinaty new law
Apartment,"60,000",rent,Monthly,"Katameya Plaza Compound, 1st Settlement, New Cairo, Cairo",153,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503405007.html,Premium Furnished apartment for rent in Katameya Plaza
Apartment,"28,000",rent,Monthly,"Janna, 6th of October, Giza",130,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503401582.html,Furnished Apartment for Rent 130 sqm - Open Views - Master room
Villa,"300,000",rent,Monthly,"Katameya Heights Compound, Katameya, Cairo",450,4,5,N/A,N/A,https://www.bayut.eg/en/property/details-503400250.html,Very elite 4 bedrooms villa semi finished for rent in Katameya Heights compound new cairo 5th settlement
Villa,"130,000",rent,Monthly,"Grand Residence Compound, 5th Settlement, New Cairo, Cairo",450,4,6,N/A,N/A,https://www.bayut.eg/en/property/details-503400027.html,Fully luxury furnished villa with big garden for rent in Grand Residence compound 5th settlement new cairo
Apartment,"18,000",rent,Monthly,"Al Andalous, 5th Settlement, New Cairo, Cairo",220,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503398811.html,Apartment for Rent in Andalus 2 – New Cairo
Villa,"35,000",rent,Monthly,"Sarai, Mostakbal City, Cairo",260,5,5,"EGP 35,000",N/A,https://www.bayut.eg/en/property/details-503398124.html,"Villa for rent in Saray Compound, New Cairo, with a prime location"
Apartment,"18,000",rent,Monthly,"Rehab City, New Cairo, Cairo",127,3,2,"EGP 18,000",N/A,https://www.bayut.eg/en/property/details-503403408.html,"Opportunity for rent in Al Rehab, a 3-bedroom apartment with some finishing touches."
Apartment,"90,000",rent,Monthly,"San Stefano, Alexandria",200,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-501187753.html,Apartment for rent 200 m in San Stefano (Four Seasons Towers)
Penthouse,"35,000",rent,Monthly,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",135,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503412230.html,Penthouse Garden Open View with Kitchen & ACs for Rent in Fifth Square Al Marasem New Cairo
Townhouse,"160,000",rent,Monthly,"Villette Compound, 5th Settlement, New Cairo, Cairo",310,5,4,N/A,N/A,https://www.bayut.eg/en/property/details-503408663.html,"Townhouse for rent Villette residence ,"
Apartment,"30,000",rent,Monthly,"Orouba Skyline, Smoha, Alexandria",152,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503287665.html,Apartment for rent 152 m Smouha (Skyline)
Apartment,"25,000",rent,Monthly,"El Banafseg 5, 1st Settlement, New Cairo, Cairo",180,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503408839.html,180m² Ground Floor Apt with Private Garden | Al Banafsaj 5 Villas
Chalet,"1,500",rent,Daily,"Lasirena Sokhna, Ain Sukhna, Suez",120,3,2,0% Down Payment,N/A,https://www.bayut.eg/en/property/details-205463241.html,????? vip ???? ? ??? ???? ??????? ???? ?????
Chalet,"180,000",rent,Monthly,"Amwaj, Sidi Abdel Rahman, North Coast, Matruh",105,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503411693.html,Chalet on pool For rent in Amwaj North Coast
Apartment,"35,000",rent,Monthly,"Janna 2, Sheikh Zayed, Giza",130,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503409921.html,"Furnished apartment for rent daily and monthly in Jannah Zayed 2 compound, Sheikh Zayed"
Apartment,"40,000",rent,Monthly,"Rawdat Zayed Compound, Sheikh Zayed, Giza",80,2,1,"EGP 80,000",N/A,https://www.bayut.eg/en/property/details-503398171.html,Fully Furnished Brand New Apartment for Rent in Rawdet Zayed Prime Location
Apartment,"150,000",rent,Monthly,"San Stefano, Alexandria",295,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-502843717.html,Furnished apartment for rent 295 m San Stefano (Four Seasons)
Twin House,"140,000",rent,Monthly,"New Giza Compound, 6th of October, Giza",305,4,3,N/A,N/A,https://www.bayut.eg/en/property/details-503414675.html,Twin house for rent in new Giza Westridge - Fully finished with Ace`s & Kitchen + Appliance`s
Apartment,"35,000",rent,Monthly,"Village Gate Compound, 5th Settlement, New Cairo, Cairo",150,1,2,"EGP 35,000",N/A,https://www.bayut.eg/en/property/details-503399630.html,Prime Apartment Rent in Village Gate New Cairo Private Garden
Apartment,"100,000",rent,Monthly,"Lake View Compound, 5th Settlement, New Cairo, Cairo",225,3,3,"EGP 100,000",N/A,https://www.bayut.eg/en/property/details-503395291.html,Apartment for Rent in Lake View – New Cairo
Apartment,"35,000",rent,Monthly,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",120,2,2,"EGP 35,000",N/A,https://www.bayut.eg/en/property/details-503395122.html,Apartment for Rent in Hyde Park
Apartment,"65,000",rent,Monthly,"Uptown Cairo, Mokattam, Cairo",210,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503417079.html,"Premium Apartment – Kitchen & Air Conditioning, Prime Location in Uptown Cairo, Mokattam, Cairo"
Apartment,"55,000",rent,Monthly,"Rehab City, New Cairo, Cairo",136,3,2,0% Down Payment,N/A,https://www.bayut.eg/en/property/details-503159493.html,"Apartment for rent in Rehab Extension, Al Rehab"
Apartment,"33,999",rent,Monthly,"Rehab City, New Cairo, Cairo",60,N/A,1,0% Down Payment,N/A,https://www.bayut.eg/en/property/details-503159478.html,Garden studio
Apartment,"3,500",rent,Monthly,"Faisal, Giza",100,2,1,"EGP 3,500",N/A,https://www.bayut.eg/en/property/details-195574986.html,??? ??????? ???????? ????
Apartment,"13,000",rent,Monthly,"Madinaty, Cairo",78,2,1,"EGP 13,000",N/A,https://www.bayut.eg/en/property/details-503423298.html,"78m² two-bedroom apartment for rent in Madinaty, B12, repeated floor, street and garden view, steps away from services"
Apartment,"20,000",rent,Monthly,"Town Residence, New Cairo, Cairo",168,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503404474.html,"Apartment for rent with kitchen in New Cairo, Fifth Settlement, 3 rooms, Town Residence, first occupancy, open view"
Villa,"110,000",rent,Monthly,"Rehab City, New Cairo, Cairo",325,4,4,0% Down Payment,N/A,https://www.bayut.eg/en/property/details-503397627.html,"Villa for rent in the most prestigious location in Al Rehab – steps from Gate 1 | Area 325m², Al Rehab City, New Cairo"
Apartment,"25,000",rent,Monthly,"Rehab City, New Cairo, Cairo",162,3,3,"EGP 25,000",N/A,https://www.bayut.eg/en/property/details-503395327.html,Furnished apartment of 162 m for rent in Madinat Al-Rehab at an amazing price
Apartment,"65,000",rent,Monthly,"Lake view Residence Compound, 5th Settlement, New Cairo, Cairo",145,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-500761095.html,Apartment For Rent Fully Furnished in Lake Veiw Residence
Hotel Apartment,"15,000",rent,Weekly,"Nasr City, Cairo",200,3,2,0% Down Payment,N/A,https://www.bayut.eg/en/property/details-503426674.html,Furnished apartment for rent on Abbas Al Akkad 200m ultra super lux
Apartment,"74,999",rent,Monthly,"Cairo Festival City, 5th Settlement, New Cairo, Cairo",198,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503394687.html,Kitchen and ACs | 198m Apartment For Rent In Cairo Festival City | 5th Settlement | New Cairo
Apartment,"35,000",rent,Monthly,"Nasr City, Cairo",250,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503406676.html,"Residential or commercial, a stunning apartment for rent in the best location in Nasr City."
Apartment,"12,500",rent,Monthly,"Fleming, Alexandria",150,3,2,"EGP 12,500",N/A,https://www.bayut.eg/en/property/details-503400197.html,"For rent on Flemings Street, Lavision directly 150m"
Apartment,"70,000",rent,Monthly,"EL Patio 7, 5th Settlement, New Cairo, Cairo",160,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503395430.html,Fully Furnished Apartment with garden for rent in Al Patio 7
Apartment,"80,000",rent,Monthly,"Lake view Residence Compound, 5th Settlement, New Cairo, Cairo",212,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503412852.html,"Apartment with kitchen & ac's overlooking a lake for rent in Lake View Residence, Fifth Settlement"
Apartment,"25,000",rent,Monthly,"Rehab City, New Cairo, Cairo",155,3,3,"EGP 25,000",N/A,https://www.bayut.eg/en/property/details-503394275.html,A 155 m² furnished apartment for rent in Al Rehab City at a very special price.
Hotel Apartment,"95,000",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",168,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503392564.html,Experience Luxury Living in Mivida Emaar – Serviced Apartment for Rent
Apartment,"25,000",rent,Monthly,"Privado, Madinaty, Cairo",65,1,1,"EGP 50,000",N/A,https://www.bayut.eg/en/property/details-503410212.html,For rent furnished in Rivado
Chalet,"21,000",rent,Daily,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",130,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503395037.html,Chalet for rent in Marassi Marina Views - North coast
Twin House,"110,000",rent,Monthly,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",250,5,4,N/A,N/A,https://www.bayut.eg/en/property/details-503394935.html,Twin Villa for Rent in Hyde Park – 300 sqm Land – 5 Bedrooms – Ready to Move
Apartment,"85,000",rent,Monthly,"Villette Compound, 5th Settlement, New Cairo, Cairo",140,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503396806.html,Furnished Apartment for Rent in Villette Sodic – 140 sqm + 70 sqm Garden – 2 Bedrooms
Apartment,"15,000",rent,Monthly,"Al Narges, 5th Settlement, New Cairo, Cairo",80,2,2,"EGP 15,000",N/A,https://www.bayut.eg/en/property/details-503392885.html,"Furnished apartment for rent in Fifth Settlement, Al Narges Villas 8, 80 sq m, ground floor, rear entrance"
Apartment,"30,000",rent,Monthly,"1st Settlement, New Cairo, Cairo",180,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-503390018.html,Apartment for Rent in a Prime Location – First Settlement (Behind Renaissance Hotel)
Apartment,"35,000",rent,Monthly,"Kafr Abdo, Alexandria",220,3,3,"EGP 35,000",N/A,https://www.bayut.eg/en/property/details-503401277.html,Apartment for rent in large bdo
Apartment,"35,000",rent,Weekly,"Beverly Hills Compound, Sheikh Zayed, Giza",200,3,3,"EGP 35,000",N/A,https://www.bayut.eg/en/property/details-503397656.html,A distinctive furnished apartment for rent in one of Sheikh Zayed's most prestigious compounds: Beverly Hills – West Town
Apartment,"30,000",rent,Monthly,"Rehab City, New Cairo, Cairo",70,N/A,1,N/A,N/A,https://www.bayut.eg/en/property/details-503397109.html,"Furnished studio for rent in Al-Rihab, ground floor with a garden, modern furnishings, fully custom finishes, American kitchen, super lux bathroom."
Apartment,"94,999",rent,Monthly,"Eastown Compound, 5th Settlement, New Cairo, Cairo",216,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503395270.html,"A premium apartment is available for rent in Eastown, offering a spacious area of 216 sqm and a refined living experience within one of the most prest"
Apartment,"49,999",rent,Monthly,"Eastown Compound, 5th Settlement, New Cairo, Cairo",150,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503395020.html,"A well-appointed apartment is available for rent in the prestigious Eastown community, offering a modern layout and a generous of 150 sqm"
Apartment,"28,000",rent,Monthly,"Madinaty, Cairo",89,2,2,0% Down Payment,N/A,https://www.bayut.eg/en/property/details-503394933.html,"Furnished apartment for rent in one of the most upscale phases of Madinaty (B6), right in the heart of Madinaty."
Villa,"150,000",rent,Monthly,"Rehab City, New Cairo, Cairo",650,5,5,"EGP 150,000",N/A,https://www.bayut.eg/en/property/details-503394869.html,"Villa with swimming pool, standalone, furnished, for rent in a prime location in El-Rehab 1, First Settlement, New Cairo. Model F, standalone"
Twin House,"150,000",rent,Monthly,"Les Rois Compound, 5th Settlement, New Cairo, Cairo",367,6,4,"EGP 150,000",N/A,https://www.bayut.eg/en/property/details-503394613.html,Furnished Twin House for Rent in Les Rois Compound New Cairo - Fifth Settlement - Behind the American University
Apartment,"64,999",rent,Monthly,"Cairo Festival City, 5th Settlement, New Cairo, Cairo",150,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503394454.html,Landscape View | Ultra Lux Finishing & Fully Furnished | 150m Apartment For Rent In Cairo Festival City | 5th Settlement | New Cairo
Apartment,"69,999",rent,Monthly,"Uptown Cairo, Mokattam, Cairo",186,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-503394266.html,Greenery View | Fully Furnished | 186m Apartment For Rent In Uptown Cairo
Apartment,"22,000",rent,Monthly,"El Banafseg 1, 1st Settlement, New Cairo, Cairo",200,2,2,"EGP 22,000",N/A,https://www.bayut.eg/en/property/details-503393719.html,"For rent in Al Banafsej Villas 1, a semi-furnished or fully furnished apartment (with kitchen only) for 200 square meters. It has two bedrooms, two ba"
Apartment,"65,000",rent,Monthly,"AZAD Compound, 5th Settlement, New Cairo, Cairo",221,3,3,"EGP 65,000",N/A,https://www.bayut.eg/en/property/details-503393188.html,"Apartment for rent in Azad Compound, Fifth Settlement, NEW CAIRO"
Apartment,"15,000",rent,Monthly,"Madinaty, Cairo",107,2,1,"EGP 15,000",N/A,https://www.bayut.eg/en/property/details-503402826.html,"A distinctive apartment for rent in Madinaty, 107 sq m, with a stunning view and high-end finishes."
Apartment,"45,000",rent,Monthly,"Rehab City, New Cairo, Cairo",155,3,3,"EGP 45,000",N/A,https://www.bayut.eg/en/property/details-503398088.html,"3-bedroom apartment with special finishes for rent in Al Rehab, including air conditioning and kitchen."
Apartment,"15,000",rent,Monthly,"11th District, Sheikh Zayed, Giza",71,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503397529.html,Furnished apartment for rent in Sheikh Zayed District 11
Apartment,"35,000",rent,Monthly,"Rehab City, New Cairo, Cairo",89,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503397136.html,"Ground floor apartment with garden for rent, fully furnished and at a very special price in Al Rehab City. 89 sq m + 50 sq m garden. Consists of (two"
